4314	4486	1
4314	1030	1
4314	134	2
4314	2007	3
4314	17	21
4314	910	1
4314	5092	1
4314	423	1
4314	3463	2
4314	4531	2
4314	2232	1
4314	4224	7
4314	2047	2
4314	1594	2
4314	3347	4
4314	4353	6
4314	4714	1
4314	1232	5
4314	671	2
4314	1	1
4314	3222	2
4314	4195	1
4314	2992	6
4314	2333	1
4314	4769	3
4314	5039	1
4314	1541	1
4314	4778	1
4314	4691	1
4314	1226	1
4314	1719	1
4314	4973	1
4314	1239	2
4314	1218	1
4314	3326	1
4314	4568	6
4314	1455	1
4314	3511	2
4314	1201	1
4314	2352	1
4314	813	13
4314	2366	2
4314	2667	1
4314	3734	1
4314	1729	2
4314	2095	1
4314	4416	1
4314	1523	1
4314	728	3
4314	5067	2
4314	5238	1
4314	5223	1
4314	3896	2
4314	973	1
4314	1900	3
4314	558	1
4314	3591	1
4314	2375	1
4314	3996	1
4314	1119	1
4314	5209	2
4314	1210	1
4314	4802	2
4314	4236	2
4314	3016	2
4314	2514	1
4279	4448	2
4279	394	1
4279	4649	8
4279	4919	1
4279	4507	1
4279	1609	1
4279	1009	3
4279	83	2
4279	3453	1
4114	1889	1
920	4370	3
920	995	3
920	4914	1
920	3329	1
920	3772	3
920	653	1
920	1962	1
920	58	1
920	4286	1
920	3575	2
920	2143	1
3664	4877	1
3664	230	1
3174	1962	1
4089	737	1
4089	4039	1
4089	3580	1
4089	2518	1
4089	3874	2
4089	1510	1
4089	2731	1
4089	2109	1
4089	5108	2
4089	4927	1
4089	3306	1
1175	375	5
2565	2476	1
2565	3720	1
931	4239	7
931	3350	1
931	895	1
931	2755	3
4239	2075	1
4239	3579	1
4239	416	3
378	3770	1
378	1880	1
3848	45	1
3848	323	1
3952	1975	1
1269	2225	1
1269	3769	1
1269	1636	1
1710	2174	2
1710	3769	16
1710	288	1
1710	2980	1
1710	4486	43
1710	160	2
1710	4778	1
1885	3640	2
1885	2725	2
777	4397	1
3867	3966	5
3867	11	8
3867	1166	4
3867	2289	4
1749	3243	3
1312	1084	1
3758	3769	1
3758	45	1
3758	343	2
3758	4732	1
3758	1475	1
3758	1200	1
3758	520	3
3758	160	2
3758	880	1
3758	3710	1
3758	181	1
3520	2925	1
3520	2465	1
3520	3961	1
3520	5026	1
3520	2574	13
3520	2096	6
3520	4543	20
3520	4309	2
2921	4250	3
2921	982	1
2921	4370	2
2921	4959	3
2921	657	4
2921	2190	2
2921	1653	2
2921	3476	1
2921	2385	2
2921	3164	3
2921	2224	4
2921	1773	2
2921	4844	1
2921	1180	1
2921	1600	1
2921	4132	1
2921	2447	1
2921	5188	1
2921	3978	1
2921	2025	1
2921	3090	2
2921	860	1
2921	1486	1
2921	2739	6
2921	2833	1
2921	1975	2
2921	4123	1
2921	3774	1
2921	1202	1
2921	902	1
2921	531	1
2921	8	2
2921	764	8
2921	216	1
2921	1962	4
2921	2034	1
2921	1089	1
2921	226	1
2921	4867	1
2921	1775	1
2921	2262	4
2921	1580	3
2921	1609	1
2921	4948	2
2921	4671	3
2921	3289	2
2921	223	2
2921	2546	1
2921	3863	1
2921	36	4
2921	3321	2
2921	78	1
2921	910	1
2921	2794	1
2921	1116	1
2921	2649	1
2921	4905	1
2921	4276	1
2921	2423	1
2921	2257	1
2921	1049	1
2921	3127	1
2921	4252	1
2921	3943	2
2921	2655	1
2921	2549	1
2921	2581	1
2921	2748	1
2921	1905	1
2921	4329	1
2921	2886	1
2921	3771	1
2921	4723	8
2921	2937	1
2921	3749	1
2921	2926	1
2921	3102	1
2921	1265	1
2921	4752	1
2921	2437	1
2921	143	2
2921	1592	1
2921	3390	1
2921	2443	1
2921	1373	2
2921	716	1
2921	2567	1
2921	620	2
2921	903	2
2921	4495	1
2921	3298	1
2921	4458	1
2921	804	1
2921	4934	1
2921	658	1
2921	2629	1
2921	3703	1
2921	1640	1
2921	1778	1
2921	2395	1
2921	1268	1
2921	1241	1
2921	4554	1
2921	5174	1
2921	5162	1
2921	1989	1
2921	2379	1
2921	863	1
2921	4737	1
2921	329	1
2921	1868	1
2921	1524	1
2921	88	1
2921	2915	1
2921	208	1
2921	3741	1
2921	4581	5
3663	982	2
3663	5111	1
3663	4370	1
3663	2224	1
3663	764	1
3663	1491	1
3663	3756	1
3663	4330	1
3663	2546	12
3663	2549	3
3663	2748	1
3663	254	1
2038	3960	1
2038	4582	1
2038	1848	1
2038	532	1
2038	2804	4
2038	3556	4
2038	2518	1
2038	153	1
2038	4613	1
2038	634	1
2038	1025	1
2038	1613	2
2038	3065	1
744	1382	1
744	50	1
744	1377	1
744	3079	2
744	1013	1
744	1584	3
744	745	1
744	2765	1
3569	458	1
3569	4666	1
3569	2128	2
1289	4719	3
1289	128	3
1289	3875	1
1289	5233	1
1289	4573	2
566	2322	1
4206	3509	2
3684	2322	1
3684	2390	1
3684	4841	1
4032	4914	1
4032	2109	1
2304	1637	1
2304	3249	2
1016	2169	1
4882	394	1
4882	3142	2
5077	1538	3
5077	5131	1
5077	2476	1
5077	3720	1
5077	2321	1
126	3250	1
126	4635	7
126	1441	1
126	764	1
126	2854	1
126	3300	1
312	4778	1
1707	4250	1
1707	4877	1
1707	101	2
1707	3273	1
1707	1838	1
55	995	3
3248	385	1
3248	918	2
3248	1773	3
3248	438	1
3248	4875	1
3248	1802	2
3248	855	1
3248	2126	3
3248	3157	1
4537	3099	1
4537	4668	4
4537	1446	1
3183	515	1
3183	4931	1
3183	3329	1
3183	3079	1
3183	3774	2
3183	101	1
3183	587	8
3183	1284	2
3183	1838	1
3183	5199	1
4604	1344	1
4604	1848	1
4604	1025	1
4604	3492	1
4604	225	1
4873	474	1
4873	4472	1
4873	5204	2
2683	4257	1
2683	4257	1
4596	1085	6
4596	4160	1
3881	5032	1
3881	3885	1
3881	2342	2
3881	2876	1
3881	2165	3
3881	2917	2
3881	4271	2
3881	195	1
3881	3074	8
3881	2198	4
3881	2321	1
3881	2938	1
3881	3401	1
3881	2639	5
3881	2864	1
3881	1195	1
3881	2638	1
4023	4446	1
4023	3845	1
3705	2303	1
3323	3992	1
3323	4370	4
3382	4778	4
2807	1854	3
2807	3394	3
3589	3798	3
3589	2752	1
3589	1457	3
3528	4250	1
3528	101	2
3528	2700	1
824	2344	4
824	622	5
824	3921	8
824	4698	1
824	2380	1
4593	4250	1
4593	230	5
4804	3798	1
4804	3902	1
4804	2736	1
1620	4618	1
1620	549	1
3578	4919	1
3578	779	2
3364	1773	2
3364	1802	2
3364	506	2
136	458	1
136	836	1
136	3289	1
136	160	1
3494	1475	14
3494	2504	1
3992	4370	16
3992	3502	1
3992	3954	1
3992	2224	1
3992	4931	2
3992	1235	2
3992	1377	5
3992	3769	1
3992	5218	1
3992	2280	5
3992	3761	1
3992	3774	3
3992	5131	1
3992	802	1
3992	1888	3
3992	981	1
3992	764	2
3992	3132	1
3992	587	5
3992	2170	1
3992	2794	1
3992	1799	1
3992	2668	2
3992	174	3
3992	4276	3
3992	305	1
3992	2122	1
3992	1400	3
3992	2761	1
3992	4778	2
3992	4430	1
3992	1621	1
146	4135	1
146	2280	1
1728	4875	2
1728	4953	1
737	3505	1
737	4561	1
737	622	3
737	1889	1
737	1397	1
737	2688	4
737	588	2
737	894	1
737	764	1
737	2303	1
737	3921	4
737	3892	1
737	707	2
737	2520	1
737	2840	1
737	2734	1
737	5144	1
737	4517	1
737	2497	1
737	1154	1
2487	2217	12
2487	1854	2
2487	3954	1
2487	4713	1
2487	3324	3
2487	1377	2
2487	3182	1
2487	2305	1
2487	1888	5
2487	764	3
2487	4510	2
2487	1044	1
2487	3126	1
2487	4151	2
2487	587	13
2487	2470	1
2487	1574	2
2487	1799	1
2487	4598	1
4426	1011	1
4426	888	2
4426	7	1
4426	4880	1
4426	3244	1
4426	3378	1
4426	421	1
4433	4250	1
4433	3960	3
4433	1848	5
4433	1377	1
4433	2621	1
4433	3556	8
4433	2518	3
4433	1802	1
4433	2276	1
4433	477	1
4433	4865	1
4433	74	1
4433	153	3
4433	2531	1
4433	4613	3
4433	587	1
4433	1025	3
4433	2454	1
4433	3139	1
1046	4914	1
1046	1974	1
1046	2331	1
2383	2880	1
2383	4241	2
972	1477	1
972	3574	2
972	2620	3
972	2453	4
972	8	3
972	4624	1
972	2078	1
972	2096	2
972	1568	1
972	1636	1
972	3479	1
972	3064	1
3052	1386	1
3052	4877	1
3052	101	1
3052	2700	1
3052	230	6
3052	666	1
3052	2470	1
3052	4127	1
4250	4370	6
4250	2935	2
4250	3885	1
4250	2190	1
4250	515	1
4250	3960	2
4250	2354	1
4250	3040	1
4250	4561	1
4250	1386	1
4250	1034	1
4250	2518	2
4250	2447	6
4250	4877	1
4250	2620	6
4250	3894	1
4250	3394	2
4250	45	1
4250	3648	1
4250	3458	1
4250	5001	1
4250	8	3
4250	230	4
4250	41	1
4250	1227	2
4250	323	1
4250	5013	1
4250	3289	2
4250	2382	2
4250	3902	1
4250	2109	1
4250	3942	1
4250	1021	1
4250	5108	2
4250	4556	1
4250	416	1
4250	5233	1
4250	1850	1
4250	2957	1
4250	4723	2
4250	4453	1
4250	4195	1
4250	4778	1
4250	4851	1
4250	3479	1
4250	4774	1
4250	1657	1
4144	3501	1
4144	5085	1
4144	1458	1
4144	689	1
4144	3079	1
4144	1360	1
4144	4865	1
4144	764	1
4144	3530	1
4144	2096	1
4144	1613	4
4144	1747	1
4144	1206	1
4144	1184	4
4144	4670	1
4144	3975	1
4144	465	1
4144	4641	9
4144	1162	2
4144	4921	1
4144	658	3
4144	4211	4
4144	5213	3
390	5218	3
390	4276	5
1863	3884	1
1863	1456	8
1863	5021	1
1863	1264	1
1863	2883	1
1863	758	1
1863	598	5
1863	114	3
1863	5062	1
2186	4854	1
2469	394	1
2469	1009	1
2469	1327	1
5215	4858	1
5215	2096	1
1830	3148	1
3480	894	1
3480	1319	1
3480	1968	1
3480	1417	2
4135	1774	1
4135	1382	2
4135	3324	5
4135	3772	1
4135	4160	2
4135	2852	5
4135	5131	11
4135	2516	2
4135	480	1
4135	1135	1
4135	3448	2
4135	2892	2
4135	3575	1
298	724	1
385	4649	1
385	4582	1
385	4893	2
385	1377	1
385	2305	2
385	101	7
385	230	9
385	3341	1
385	1838	1
385	2096	1
385	1135	2
385	1086	1
820	3966	2
2394	2385	3
2394	2456	3
2394	903	7
2206	1968	1
631	736	1
631	2362	1
631	2096	1
631	4330	2
631	2546	3
2630	2876	1
2630	2303	2
4008	4308	2
1822	1477	2
1822	532	1
1822	2620	1
1822	4724	1
1822	101	3
1822	2700	2
1822	4563	4
1822	2445	1
1822	41	2
1822	625	6
4591	1928	1
4591	2506	1
3521	2917	1
3818	736	1
3818	2499	1
3818	3978	1
3818	1134	2
3818	2362	1
3818	4330	2
3818	2546	15
3818	1303	1
3818	297	1
3818	3926	1
4056	458	1
4056	1637	1
4056	2518	1
4056	4510	1
4056	1309	1
4056	237	3
2225	2284	1
2225	3961	1
2225	3099	1
2225	2621	8
2225	3466	1
2225	3556	7
2225	4464	6
2225	1975	1
2225	2445	1
2225	933	1
2225	2628	1
2225	985	1
2225	4020	1
3778	1889	1
3778	4358	1
3046	4919	1
3046	4732	1
3046	2109	1
2763	3101	1
2763	1980	1
2763	3730	17
2763	3637	3
2763	2986	2
3785	4149	1
4808	458	1
4808	3086	6
4971	5250	1
4971	2139	5
4971	1773	1
4971	1106	8
4971	441	1
4971	1870	3
4971	288	9
4971	98	1
4971	5026	1
4971	764	13
4971	180	1
4971	3057	1
4971	2574	4
4971	1893	3
4971	4543	3
4971	1613	11
4971	17	1
4971	4146	2
4971	506	3
4971	3060	1
4971	4389	1
4971	3513	1
4971	4021	2
4971	5127	2
4971	1614	3
2405	4649	2
2405	4149	2
647	52	2
647	3777	2
647	43	1
647	1005	4
3188	1207	1
1595	1084	1
1595	352	2
3962	5237	1
3962	1773	1
3962	2620	1
3962	1802	1
3962	506	1
3962	4222	1
3500	2385	1
3500	4222	1
3101	3839	3
3101	1925	1
2863	2467	2
2863	2025	2
2863	288	1
2863	3027	1
2863	2012	2
2863	1827	2
2863	599	1
2863	1682	1
2863	1518	2
2863	4308	1
2863	4778	2
808	933	2
2831	4370	4
2831	5218	3
2429	3595	1
2429	1848	1
2429	1773	1
2429	1577	3
2429	3099	1
2429	2621	1
2429	3556	1
2429	4160	1
2429	1802	1
2429	3774	1
2429	2300	1
2429	5131	1
2429	2883	1
2429	1741	1
2429	4486	1
2429	1116	1
2429	933	2
2429	3371	1
2429	3674	1
2429	1064	1
2429	2338	1
2429	3274	1
2429	4388	1
4448	4649	4
4448	474	2
4448	904	2
4448	1963	1
4448	3453	8
3456	4668	3
3456	557	1
3456	764	5
3456	3057	1
62	995	2
62	4022	1
62	5105	2
62	74	2
62	3005	1
4742	3934	1
4742	3457	1
4719	128	3
1066	648	1
1066	836	1
982	2674	1
982	2224	1
982	4937	5
982	3871	3
982	1004	3
982	724	5
982	2096	2
982	1613	2
982	2102	2
982	4936	1
1929	4649	4
1929	4149	2
1929	4919	2
1929	1535	1
2217	4510	8
2217	1206	1
3501	2600	1
3501	4780	1
3501	3340	2
3501	5193	1
5111	2224	1
5111	531	1
5111	4458	1
497	4370	15
4045	2286	1
4045	1666	1
1764	4397	7
1764	4748	1
1764	1975	1
1764	3774	1
1764	2623	3
1764	4351	1
1764	472	14
1764	1447	5
1764	1320	1
1764	3479	1
3958	515	3
3958	3329	1
3958	4919	1
3958	1826	3
3958	3079	2
3958	4619	2
3958	3491	1
3958	101	2
3958	230	4
3958	4885	2
3958	587	2
3958	3243	1
3958	1751	1
3958	7	2
3958	2627	4
3958	1519	1
3958	4987	1
3958	4246	1
1075	3961	1
1075	45	1
1075	4606	1
1075	258	1
394	4370	1
394	4649	1
394	4149	7
394	2084	1
394	3961	1
394	3142	1
394	830	1
394	2025	1
394	1360	1
394	228	1
394	3774	2
394	4362	1
394	3243	1
394	3341	2
394	2312	1
394	4536	1
394	989	4
2754	4149	4
2754	3333	1
2754	1013	1
1539	2871	1
1539	515	4
1539	2070	1
1539	3243	3
1539	1139	1
1539	1185	1
4370	2868	3
4370	1082	1
4370	4025	7
4370	771	2
4370	4386	1
4370	4402	1
4370	3954	1
4370	515	5
4370	2070	3
4370	4713	1
4370	1677	1
4370	3960	1
4370	2354	1
4370	2444	1
4370	2224	1
4370	4251	1
4370	3324	1
4370	5016	4
4370	458	1
4370	4990	1
4370	1235	6
4370	5094	2
4370	243	5
4370	4046	1
4370	3772	1
4370	1386	1
4370	1393	3
4370	2154	1
4370	1377	19
4370	1907	1
4370	3249	1
4370	336	1
4370	275	1
4370	3946	1
4370	606	2
4370	4877	3
4370	2620	13
4370	3079	1
4370	4949	1
4370	4199	1
4370	884	34
4370	2276	1
4370	4980	5
4370	2980	1
4370	5218	3
4370	2114	1
4370	2118	1
4370	2165	1
4370	2280	1
4370	3761	2
4370	1538	3
4370	1890	2
4370	4541	3
4370	3774	5
4370	1888	24
4370	101	1
4370	153	2
4370	11	2
4370	653	1
4370	230	2
4370	1230	1
4370	1962	4
4370	1199	1
4370	4277	1
4370	596	1
4370	2141	3
4370	5011	1
4370	2013	6
4370	1609	7
4370	1227	4
4370	587	13
4370	3243	2
4370	2470	6
4370	58	1
4370	1327	1
4370	2516	4
4370	3289	1
4370	425	3
4370	1781	4
4370	3053	1
4370	2546	1
4370	3082	1
4370	1135	2
4370	1984	3
4370	1185	1
4370	1574	9
4370	4463	1
4370	2668	2
4370	4075	7
4370	3535	1
4370	4276	4
4370	3457	12
4370	2043	1
4370	305	1
4370	2017	2
4370	2955	1
4370	4575	1
4370	4434	2
4370	1611	2
4370	4960	1
4370	179	1
4370	1410	1
4370	3575	1
4370	4653	12
4370	289	1
4370	225	2
4370	4726	2
4370	3613	7
4370	1903	1
4370	4974	4
4370	2918	1
4370	1931	2
4370	535	1
4370	2716	1
4370	4778	1
4370	1636	3
4370	3149	1
4370	2732	2
4370	4568	7
4370	2954	1
4370	1881	3
4370	2460	1
4370	3974	2
4370	1087	1
4370	4820	1
4370	3522	11
4370	388	8
4370	2309	2
4370	1245	1
4370	1969	1
4370	1407	1
4370	3362	1
4370	567	1
4370	5206	1
1790	1889	1
1586	3677	5
3024	2096	1
3024	1626	1
3024	846	1
730	918	5
730	3894	1
730	4945	1
1616	995	1
2766	3770	1
4959	1854	105
4959	3050	1
4959	4203	3
4959	280	1
4959	1386	4
4959	3875	1
4959	1889	1
4959	8	2
4959	1580	3
4959	2096	1
4959	1510	1
4959	3688	3
4959	5233	1
4959	1232	7
4959	5039	1
4959	3513	1
4959	4211	2
4959	3857	1
4959	1181	1
4959	4945	8
4682	3079	1
3622	1383	2
3622	4437	1
3622	3302	1
48	995	1
48	3961	3
48	4199	2
5250	3250	1
5250	4635	1
5250	1441	1
2139	1062	1
2139	345	1
2139	2796	1
2139	4635	3
2139	4724	1
2139	1441	1
2139	3276	1
2819	165	2
2819	477	6
5030	4748	1
5030	3966	2
5030	11	5
5030	1166	3
5030	2914	1
5030	2289	2
5030	2213	1
1950	4877	1
1950	4619	3
1950	230	1
1028	5237	1
1028	1773	1
1028	2620	1
1028	1802	3
1028	506	1
1028	2018	1
3783	4877	2
3783	2620	6
3783	1275	1
3783	3458	2
3783	4654	6
3783	101	3
3783	1962	2
3783	1609	1
3783	1227	1
3783	587	2
3783	7	1
3783	1838	2
3783	1488	1
3783	988	1
3783	5068	1
3783	2892	1
3783	5106	1
3783	4065	2
2935	1854	3
2935	3985	3
2935	477	1
2935	1196	1
2935	4084	1
2935	3058	1
3136	4151	1
4445	2377	1
4445	297	2
4923	854	1
4923	1344	1
4923	2847	1
4923	2276	2
3505	3207	1
3505	4825	1
3505	1446	1
3505	3205	1
3505	643	1
3505	4896	1
3505	2598	1
3505	2663	2
3505	1927	1
3505	1094	1
3505	2253	1
4894	1413	1
4894	4401	1
4894	4927	1
4894	4631	1
2868	3458	2
197	3329	1
197	230	1
4710	4919	1
5252	3885	2
5252	1854	99
5252	4989	1
5252	3960	1
5252	3770	1
5252	2544	1
5252	45	1
5252	2165	2
5252	4865	3
5252	2531	1
5252	5001	4
5252	3721	5
5252	365	1
5252	3640	1
5252	4335	1
5252	1013	1
5252	4224	3
5252	725	1
5252	3211	1
5252	2287	1
5252	4478	1
5252	1358	1
5252	2436	1
5252	4983	1
5252	1212	3
5252	2357	1
5252	825	1
5252	3988	1
5252	892	3
5252	488	3
5252	2501	1
5252	4945	1
5252	1412	1
5252	2542	20
4814	1854	1
4814	2385	2
4814	1848	2
4814	2080	3
4814	4914	1
4814	3961	1
4814	1866	30
4814	4315	2
4814	441	1
4814	2006	12
4814	1514	1
4814	3426	6
4814	84	1
4814	3471	2
4814	4265	2
4814	1228	2
4814	228	1
4814	2719	1
4814	5243	1
4814	4865	1
4814	2305	3
4814	5001	4
4814	3721	2
4814	365	1
4814	991	1
4814	191	2
4814	764	1
4814	180	2
4814	3359	1
4814	91	8
4814	3493	5
4814	5184	1
4814	4337	3
4814	632	1
4814	2257	1
4814	1049	6
4814	4813	7
4814	628	3
4814	3441	1
4814	3001	4
4814	4115	1
4814	2661	1
4814	3730	3
4814	3200	3
4814	5187	2
4814	4670	5
4814	2473	1
4814	2952	1
4814	5039	3
4814	4090	1
4814	4691	1
4814	432	4
4814	1824	2
4814	3189	3
4814	106	7
4814	1358	1
4814	1142	1
4814	3999	1
4814	357	2
4814	4759	1
4814	4378	1
4814	4425	1
4814	3870	1
4814	1334	1
4814	743	1
4814	15	1
4814	3678	2
4814	3035	1
4814	2050	1
4814	1614	4
4814	1061	1
4814	3941	2
4814	2278	1
4814	4961	4
4814	3940	1
4814	1328	3
4814	418	1
4814	3701	1
4814	3519	3
4814	104	1
4814	4952	1
4814	2795	1
4814	4487	1
4814	2699	2
4814	290	1
4814	649	1
4814	4034	2
4814	1684	2
4814	4650	2
4814	4193	1
4814	2591	1
4814	2222	1
3	1344	2
3	3088	2
5032	1854	8
5032	2190	1
5032	897	1
5032	2674	1
5032	2943	1
5032	2080	1
5032	1908	2
5032	3389	18
5032	1532	7
5032	842	1
5032	4917	1
5032	3807	3
5032	2718	2
5032	2917	14
5032	74	7
5032	557	1
5032	365	1
5032	8	6
5032	877	1
5032	3138	1
5032	4867	2
5032	1775	1
5032	1580	1
5032	1821	2
5032	1030	1
5032	3518	2
5032	1002	3
5032	453	1
5032	4905	2
5032	2443	1
5032	5118	1
5032	3196	1
5032	2333	1
5032	5104	1
5032	4326	5
5032	4574	1
5032	585	3
5032	4568	18
5032	3824	1
5032	1395	1
5032	4528	4
5032	4122	54
5032	467	2
5032	2282	1
5032	3139	1
5032	3015	1
5032	5093	2
5032	614	1
5032	4455	2
5032	3185	1
5032	3810	1
5032	4459	1
5032	4690	1
736	257	2
736	2546	2
1082	2284	4
1082	1382	7
1082	1377	3
1082	51	1
1082	347	2
1082	5071	1
1082	1488	1
1082	1748	2
1082	4349	1
1082	2892	4
1082	3422	1
1082	3277	1
1082	2086	2
4025	2284	2
4025	3961	3
4025	884	2
4025	1135	1
4025	574	3
740	550	1
3885	1854	1
3885	1646	1
3885	3978	1
3885	3894	1
3885	992	9
3885	2748	1
3885	3964	1
3885	2126	2
3885	892	1
3885	488	3
3885	2309	5
3885	2542	4
4958	2390	1
4958	4841	1
452	2620	1
452	2813	2
452	78	1
2536	2943	3
2536	4697	6
2536	2952	1
5237	1773	3
5237	4397	2
5237	1802	10
5237	472	1
3363	660	1
1854	5085	1
1854	3960	1
1854	4186	1
1854	3802	2
1854	2471	1
1854	4203	3
1854	1398	1
1854	5114	1
1854	1034	1
1854	1907	1
1854	1600	1
1854	2714	1
1854	4170	1
1854	2865	1
1854	3978	1
1854	4949	3
1854	3894	4
1854	320	1
1854	2149	1
1854	3042	1
1854	45	4
1854	3715	1
1854	648	1
1854	5243	1
1854	1078	2
1854	802	1
1854	2531	1
1854	3148	2
1854	836	3
1854	4091	2
1854	8	21
1854	1109	1
1854	505	1
1854	1880	1
1854	1475	3
1854	3640	2
1854	2849	1
1854	5011	1
1854	1980	1
1854	875	3
1854	323	3
1854	367	1
1854	2096	1
1854	4543	1
1854	3720	1
1854	200	3
1854	1238	3
1854	2170	2
1854	865	1
1854	2456	3
1854	5224	1
1854	2636	1
1854	2442	1
1854	933	2
1854	3230	4
1854	5233	1
1854	3127	1
1854	4163	2
1854	1356	1
1854	4434	1
1854	3001	1
1854	1921	1
1854	1232	7
1854	2175	2
1854	436	1
1854	696	1
1854	1636	1
1854	4473	1
1854	443	2
1854	1733	1
1854	1057	1
1854	2550	2
1854	3272	1
1854	3054	3
1854	4494	1
1854	802	2
1854	3474	1
1854	3900	1
1854	1924	1
1854	3944	1
1854	1181	3
1854	3709	1
1854	187	1
1854	2475	1
1854	3656	1
1854	4476	1
1854	4067	3
1854	2365	1
1854	2155	1
1854	4945	1
1854	4737	1
1854	832	1
1854	392	1
1854	3322	1
1854	3035	2
1854	538	2
1854	2872	2
1854	5216	2
1854	1940	1
1854	1178	1
1854	4945	2
4872	3334	1
4872	2876	1
4872	2917	1
4685	433	1
657	2224	1
657	257	1
657	1110	1
657	4937	1
657	724	2
657	4731	1
1742	4649	1
1742	1387	3
1742	2134	1
1704	2169	1
2100	2190	1
2100	3366	1
2100	1884	1
2100	2718	12
2100	834	1
2100	204	1
2100	477	1
2100	74	2
2100	992	1
2100	5180	1
2100	91	6
2100	3205	1
2100	453	1
2100	933	1
2100	23	15
2100	1633	1
2100	4181	1
1774	3366	3
1774	441	1
1774	1993	1
1774	2141	1
1260	2876	1
4633	1637	1
2344	3921	1
854	1108	5
854	5075	3
854	1086	3
854	509	1
2871	1495	1
2871	2984	6
771	14	1
771	3264	1
2077	702	1
2077	4748	1
2077	22	1
2077	478	1
2077	3450	1
2077	2148	1
2077	792	1
2077	3145	1
2077	2236	2
2077	1958	2
2077	2914	1
2077	4109	1
2077	3733	1
3690	3250	3
3690	1441	3
3690	4848	1
2961	5159	1
75	1084	1
75	466	1
3934	3960	2
3934	1848	1
3934	2773	1
3934	3249	1
3934	2688	1
3934	4358	1
3934	422	1
3934	370	1
3934	4464	1
3934	2496	2
3934	51	2
3934	2531	2
3934	4753	1
3934	1962	1
3934	1025	1
3934	1613	1
3934	1446	1
3934	5184	1
3934	61	1
3934	933	2
3934	1418	1
3934	4231	1
3934	3397	2
3934	4229	1
4386	3153	1
4386	1907	1
4386	669	1
4386	3807	1
4386	74	2
4386	453	1
4386	4531	1
2174	3595	1
2174	1848	1
2174	3153	1
2174	441	4
2174	669	1
2174	3807	2
2174	1360	2
2174	752	1
2174	74	4
2174	365	3
2174	3026	1
2174	4867	1
2174	91	1
2174	4531	1
2174	2668	1
2174	1985	1
2174	5238	1
2528	506	1
128	5233	22
433	3261	1
433	4825	2
433	764	12
433	35	2
433	2643	1
4658	4492	1
2284	1382	9
2284	4668	1
2284	4160	2
2284	2982	1
2284	1360	2
2284	409	1
2284	789	1
2284	3774	1
2284	5131	9
2284	902	1
2284	3270	7
2284	1309	2
2284	2396	1
2284	480	1
2284	880	1
2284	2892	1
2284	2918	3
2284	3806	1
2284	857	1
2284	3068	1
2036	4963	1
2036	887	1
2190	1773	1
2190	3153	1
2190	1907	1
2190	5179	1
2190	365	1
2190	3026	1
2190	116	2
2190	3187	1
2190	3584	1
2190	2726	2
2190	506	1
2190	4538	1
2190	252	1
2190	4851	1
2190	3159	2
2190	176	1
